cyrillic,meaning
ажир,"мокнуть, намокнуть, размокать, намокать"
нижир,"мокнуть, намокнуть, размокать, намокать"
амбис,"обваливаться, рушиться"
амбӣθ,"обваливаться, рушиться"
ангахц,попадать; застревать; вонзаться
ингахц,попадать; застревать; вонзаться
ангахц,"задевать, касаться"
ингахц,"задевать, касаться"
ангахц,"заикаться, запинаться"
ингахц,"заикаться, запинаться"
ангахц,"попадать впросак; оказываться в трудном положении, испытывать трудности, затрудняться"
ингахц,"попадать впросак; оказываться в трудном положении, испытывать трудности, затрудняться"
андӣз,"вставать, подниматься"
андӣӡ,"вставать, подниматься"
индӣз,"вставать, подниматься"
андӣз,"вставать, подниматься (с постели); просыпаться, пробуждаться (ото сна)"
андӣӡ,"вставать, подниматься (с постели); просыпаться, пробуждаться (ото сна)"
индӣз,"вставать, подниматься (с постели); просыпаться, пробуждаться (ото сна)"
андӣз,"уходить, покидать"
андӣӡ,"уходить, покидать"
индӣз,"уходить, покидать"
андӣз,"отставать, отделяться, отходить, отлипать"
андӣӡ,"отставать, отделяться, отходить, отлипать"
индӣз,"отставать, отделяться, отходить, отлипать"
андӣз,"увеличиваться (об объеме, размере, количестве, уровне и т. д.)"
андӣӡ,"увеличиваться (об объеме, размере, количестве, уровне и т. д.)"
индӣз,"увеличиваться (об объеме, размере, количестве, уровне и т. д.)"
андӣз,"вырастать, подрастать (напр., о детях)"
андӣӡ,"вырастать, подрастать (напр., о детях)"
индӣз,"вырастать, подрастать (напр., о детях)"
андӣз,"расти, вырастать; прорастать, появляться (о всходах растений)"
андӣӡ,"расти, вырастать; прорастать, появляться (о всходах растений)"
индӣз,"расти, вырастать; прорастать, появляться (о всходах растений)"
андӣз,"продвигаться по службе, идти в гору, делать карьеру"
андӣӡ,"продвигаться по службе, идти в гору, делать карьеру"
индӣз,"продвигаться по службе, идти в гору, делать карьеру"
андӣз,"начинаться, возникать"
андӣӡ,"начинаться, возникать"
индӣз,"начинаться, возникать"
анцӣв,шить; зашивать; прошивать
инцӣв,шить; зашивать; прошивать
анҷафц,"начинаться, идти (об осадках)"
инҷафц,"начинаться, идти (об осадках)"
анҷӣв,"(*прям.*) держать; держать(ся), брать(ся), хватать(ся)"
инҷӣв,"(*прям.*) держать; держать(ся), брать(ся), хватать(ся)"
анҷӣв,"ловить; поймать, схватить"
инҷӣв,"ловить; поймать, схватить"
анҷӣв,"задерживать, удерживать"
инҷӣв,"задерживать, удерживать"
анҷӣв,занимать место; захватывать
инҷӣв,занимать место; захватывать
анҷӣв,"схватить, одолеть (о болезни)"
инҷӣв,"схватить, одолеть (о болезни)"
анҷӣв,"брать в жены, жениться"
инҷӣв,"брать в жены, жениться"
анҷӣв,"класть сверху, накладывать; покрывать"
инҷӣв,"класть сверху, накладывать; покрывать"
анҷӣв,"приступать к рассказу, начинать рассказывать"
инҷӣв,"приступать к рассказу, начинать рассказывать"
ароз,"прыгать, подскакивать; тянуться (вверх); подниматься на дыбы"
арроз,"прыгать, подскакивать; тянуться (вверх); подниматься на дыбы"
ароз,"бить ключом, струей; брызгать"
арроз,"бить ключом, струей; брызгать"
ароз,"чваниться, пыжиться, задирать нос, зазнаваться"
арроз,"чваниться, пыжиться, задирать нос, зазнаваться"
бизӣн,"помещать (в загон, хлев и т.д.), загонять (скот, домашнюю птицу)"
бизӣн,"арестовывать, заключать в тюрьму"
бизӣн,"помещать; загонять; вносить, вводить (по отношению к одушевленным и неодушевленным предметам)"
бийу̊,чесаться (о носе)
бийу̊ӡ,чесаться (о носе)
бийу̊ӡ,"раскалывать, разбивать, дробить, членить (голову животного перед ее варкой)"
бийу̊ӡ,"расшибать, разбивать (при угрозе)"
бираф,"работать, трудиться, заниматься чем-л"
биру̊,перестать питаться материнским молоком; бросить сосать (грудь)
биру,перестать питаться материнским молоком; бросить сосать (грудь)
бирêз,пить
бих̌чӣр,"черпать, зачерпывать; разливать; наливать; сгребать; рассыпать, насыпать (жидкости и сыпучие вещества)"
бих̌чӣр,"хватать, захватывать"
биwис,"опухать, распухать; вздуваться, раздуваться, пучить"
биɣ̌ис,"опухать, распухать; вздуваться, раздуваться, пучить"
биwис,"дуться, обижаться"
биɣ̌ис,"дуться, обижаться"
бêз,"играть, заниматься игрой (в мяч, кости, поло и т. п.)"
боз,"играть, заниматься игрой (в мяч, кости, поло и т. п.)"
бêз,"посылать, отправлять, отсылать"
боз,"посылать, отправлять, отсылать"
вāр-δе,"мочь, быть в состоянии"
вāр-δе,"справляться, одолевать, осиливать"
вāр-δе,уметь
виwӣн,"отказываться от еды, переставать есть"
видêӡ,"орошать, поливать"
вирӣɣ̌,"ломать; бить, разбивать, колоть, рубить"
вирӣɣ̌,"обрабатывать (землю), пахать, поднимать зябь"
вирӣɣ̌,"утолять (жажду, голод)"
вирӣɣ̌,"пугать, спугнуть (куропатку)"
вироɣ̌,"ломаться, разбиваться; раскалываться"
аве,"находить, отыскивать, обнаруживать"
вире,"находить, отыскивать, обнаруживать"
вӣн,"связывать, завязывать, привязывать; перевязывать"
вӣс,"связывать, завязывать, привязывать; перевязывать"
вӣн,"заключать (напр., договор)"
вӣс,"заключать (напр., договор)"
вӣн,"застывать, густеть; леденеть, замерзать"
вӣс,"застывать, густеть; леденеть, замерзать"
вӣн,"околдовывать, заколдовывать"
вӣс,"околдовывать, заколдовывать"
wарwарθ,"возиться, двигаться; шевелиться; барахтаться"
wарwарθ,"искать, шарить (руками)"
wарwарθ,"привыкать, привязываться; симпатизировать"
wарwарθ,"перевертываться, ворочаться"
wарδāw,"болтать; сочинять, фантазировать"
wарδу̊,"болтать; сочинять, фантазировать"
wарδу̊ӡ,"очищать, отделять (напр. абрикосы от косточек, горох от кожуры)"
wоз,"плавать, купаться"
wорв,кипеть; вариться
wорв,"шевелиться; возиться; баловаться; бегать, носиться"
wоф,ткать; вязать; плести; вить
wоф,"выдумывать, плести небылицы, нести вздор"
wиδу̊ӡ,"расщеплять; очищать, напр. горох, абрикос (ср. wарδу̊ȥ:wарδӯйд)"
wиδу̊ӡ,"теребить (напр. шерсть, ср. wих̌камб:wих̌кӯвд)"
wиδу̊ӡ,"терзать, раздирать"
wижеб,возвращать; поворачивать
wижеп,возвращать; поворачивать
wижафц,возвращаться; поворачивать назад
wижифц,возвращаться; поворачивать назад
wизу̊,"гаснуть, угасать, потухать"
wизêw,"тушить, гасить"
wизêw,"тушить, гасить"
wирофц,"вставать, останавливаться; быть вставшим, стоять (*в формах перфектной серии*)"
wирофц,отставать (напр. в развитии); ослабевать; отцветать
wирӣwс,расплетаться; распарываться
wиру̊ӡ,"распарывать; расплетать, распускать (о сплетенном, связанном)"
wих̌ӣɣ̌,"расчесывать, причесывать"
wих̌е,отпирать (ключом)
wикӣв,"перебирать, разбирать, теребить (руками)"
wих̌кӣм,"перебирать, разбирать, теребить (руками)"
wикӣв,"кромсать, рвать на части, на куски (при угрозе)"
wих̌кӣм,"кромсать, рвать на части, на куски (при угрозе)"
wиӡӣн,"чистить, очищать; убирать; освобождать (от чего-л.)"
wиӡӣн,"сметать, стирать с лица земли, громить"
wох̌,"падать, валиться; рушиться"
wох̌,проваливаться; терпеть неудачу
wох̌,"лишаться (должности, чина и т. п.)"
wох̌,"рваться, изнашиваться"
wох̌,"оказываться, попадать"
wох̌,"появляться, рождаться"
wох̌,"мерзнуть, зябнуть, стыть, коченеть"
гāрδ,"вращаться, вертеться, кружиться; оборачиваться; поворачиваться; переворачиваться"
гāрδ,"превращаться; изменяться, видоизменяться; делаться, становиться"
гāрδ,"переходить; переправляться, преодолевать какую-л. преграду"
гāрδ,"опрокидываться, переворачиваться; просыпаться; проливаться"
дарйêв,"целовать (в знак уважения); касаться, приникать губами (к священному предмету)"
дарйов,"целовать (в знак уважения); касаться, приникать губами (к священному предмету)"
деδ,входить (в разн. знач.); вступать; поступать куда-л.
дê,"бить, колотить, ударять; толочь, разбивать, раскалывать"
дӣ,"бить, колотить, ударять; толочь, разбивать, раскалывать"
дê,"гнать, гонять, погонять; пускать"
дӣ,"гнать, гонять, погонять; пускать"
дê,"пускать воду, поливать"
дӣ,"пускать воду, поливать"
дê,"критиковать, пропесочивать; чернить"
дӣ,"критиковать, пропесочивать; чернить"
дê,"пить; хлебать; жрать, лопать и т.п."
дӣ,"пить; хлебать; жрать, лопать и т.п."
дивес,показывать; демонстрировать
дивес,проучить; наказывать
дивес,"показываться, быть, становиться видным; казаться"
δак,"лизать, облизывать, вылизывать"
δок,"лизать, облизывать, вылизывать"
δак,"растрачивать, расходовать"
δок,"растрачивать, расходовать"
δӣ,давать; дарить; отдавать; предоставлять
δӣ,выдавать замуж
δӣ,"ударять, бить, стегать; вонзать, втыкать"
δӣ,бодать
δӣ,"разбивать, побеждать (в борьбе, в состязании); одолевать"
δӣ,"убивать, подстреливать (на охоте)"
δӣ,давить; жать
δӣ,"бросать, кидать; швырять"
δӣ,"касаться, трогать, задевать (прям. и перен.)"
δӣ,точить
δӣ,играть (на музыкальном инструменте)
δӣ,"помещать, класть (в разн. знач.)"
δӣ,"связывать, соединять; добавлять, прибавлять"
δӣ,"воздействовать, влиять, оказывать влияние, охватывать"
δӣ,передвигаться (в разн. знач.)
δӣ,делать; устраивать (в разн. знач.)
δӣ,ругать
δӣ,"тратить, расходовать"
δӣ,"лопать, лакать, дуть, пить; жрать"
δӣ,одеваться
δӣ,"бросаться; передвигаться, двигаться, добираться"
δӣ,"вспомогательный глагол, образует сложноименные глаголы активного значения"
δêр,только как второй элемент в сложноименных глаголах с различным значением
δе,"падать, валиться, сваливаться"
δе,"падать, выпадать, идти (об осадках)"
δе,"попадать, оказываться"
δе,"ударяться, стукаться; наталкиваться, натыкаться"
δе,"случаться, происходить"
δе,вспомогательный глагол образует сложноименные глаголы среднего (непереходного) значения
δе,"в конструкциях с кратким инфинитивом других глаголов, реже с существительными в сочетании с послелогами ш. -ард, -ирд употребляется для выражения начинательности (со словами пай, дараw, дар, чи)"
δимӣн,"выделывать, обрабатывать (шкуру)"
δу̊в,собирать; рвать
δу̊в,"клевать, склевывать"
δу̊з,доить
δу̊ӡ,доить
θу̊,гореть; сгорать; зажигаться
θу̊,обжигаться
θу̊,пропадать (даром)
θоп,"кушать, есть (сыпучее, напр. толокно, сахарный песок)"
θêw,"заставлять гореть, зажигать; жечь, сжигать"
θêw,"огорчать, расстраивать; печалить, причинять душевную боль"
жар,"трещать, потрескивать (о жарящемся мясе, сале и т. п.)"
жар,"звенеть, скрежетать, лязгать (о металле)"
жеб,"прясть, сучить (нитки)"
жеп,"прясть, сучить (нитки)"
жирӣɣ̌,"кусать, жалить"
жоз,бегать; бежать
жоз,"гулять, ходить (с кем-либо), ухаживать, бегать (за кем-л.)"
зêз,"брать; взимать, взыскивать (в разн. знач.)"
зêз,получать (в разн. знач.); принимать
зêз,покупать
зêз,снимать (напр. головной убор)
зêз,"освобождать, снимать (с должности)"
зêз,"фотографировать, снимать, делать снимок"
зêз,"убирать, собирать (урожай)"
зêз,"усваивать, выучивать"
зêз,"начинать (делать что-л.), приступать, приниматься (за что-л.)"
зе,нестись; телиться; ягниться; жеребиться; котиться; рождать (чаще о животных; о женщине – неодобр.)
зибӣн,"прыгать, скакать; бросаться, кидаться (прям. и перен.)"
