yi,yi<prt><indef>,yi<adj>/yi<pro>,FAIL
meθ,meθ<n>,meθ<n>/meϑ<n>,CORRECT
ar,ar<prep><down>,ar<n>/ar<prep>/ar<pro>,FAIL
ca,ca<cnj><subd>,ca<conj><subd>/ca<n>/ca<pro>,FAIL
duo-yi,duo<n>><3sg>,duo<n>><3sg>,CORRECT
čūd,čū<v>><pst>,čūd<v><pst>,FAIL
atā,atā<cnj><advs>,atā<conj><advs>,FAIL
yi,yi<prt><indef>,yi<adj>/yi<pro>,FAIL
x̌ogird,x̌ogird<n>,x̌ogird<n>,CORRECT
wi-rd-i,wi<dem><d3><m><sg><o>><dat>><3sg>,wi<dem><d3><m><sg>><dat>><3sg>,FAIL
lůd,lů<v>><pst>,lůd<v><imp>,FAIL
xudowand,xudowand<n><god>,xudowand<n>,FAIL
māš,māš<pers><prn><1pl>,māš<pers><1pl><nom>/māš<pers><1pl><obl>,FAIL
uxmānd,uxmānd<n>,uxmānd<adj>,FAIL
kin,kin<v>,kin<v><imp>/kin<v><prs>,FAIL
xu,xu<pro><refl>,xu<conj><coord1>/xu<pro><refl>,CORRECT
x̌ogirden-i,x̌ogird<n>><pl>><3sg>,x̌ogird<n>><3pl>><3sg>/x̌ogird<n>><pl>><3sg>,CORRECT
uxmānd,uxmānd<n>,uxmānd<adj>,FAIL
čūd,čū<v>><pst>,čūd<v><pst>,FAIL
atā,atā<cnj><advs>,atā<conj><advs>,FAIL
wev-ard-i,wev<dem><d3><pl><o>><dat>><3sg>,wev<dem><d3><pl>><dat>><3sg>,FAIL
lůd,lů<v>><pst>,lůd<v><imp>,FAIL
ar,ar<pro>,ar<n>/ar<prep>/ar<pro>,CORRECT
waxt,waxt<n>,waxt<n>,CORRECT
duo,duo<n>,duo<n>,CORRECT
či,či<prep><prosp>,či<n>/či<prep>/či<pro>,FAIL
x̌êyd,x̌ey<v>><inf>,x̌êyd<v><inf>/x̌êyd<v><pst>,FAIL
